#Associated.Gene.Name	Synonyms	Official name	Entrez.Taxa.ID	Entrez.Gene.ID	UniProt.SwissProt.Accession	Ensembl.Gene.ID	GO:0140223.Annotations	GO:0140223.Evidence	GO:0003700.Annotations	GO:0003700.Evidence	GO:0003712.Annotations	GO:0003712.Evidence	GO:0043565.Annotations	GO:0043565.Evidence	GO:0006357.Annotations	GO:0006357.Evidence	GO:0000981.Annotations	GO:0000981.Evidence	DBD.present	Lovering_2021.present	ORFeome.present	Ravazi.present	Saeed.present	TFCat.present	animal_tfdb_homo_sapiens.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus.present	animal_tfdb_Rattus_norvegicus_cofactors.present	TcoF_human.present	tcof_cotf_human.present	TcoF_mouse.present	tcof_cotf_mouse.present	jaspar_human.present	jaspar_mouse.present	jaspar_rat.present	lambert_2018.present	Vaquerizas.present	TFclass_human	TFclass_mouse	TFclass_rat	TFClass_classification_family_code	TFClass_classification_class_name
Zfp949	-	-	10090|10116	71640|100233177	E9Q732|D3ZNQ5	ENSMUSG00000032425|ENSRNOG00000043223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	TFclass_rat.present	NA	NA
Crxos	-	-	10090	546024	B6ZND9	ENSMUSG00000074365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp942	-	-	10090	73233	B8JJA7	ENSMUSG00000071267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp81	-	-	10090	224694	B8JJZ7	ENSMUSG00000003929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp995	-	-	10090	70081	E9Q6M3	ENSMUSG00000078546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhox3g	-	-	10090	546294	B9EJQ9	ENSMUSG00000080933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5730507C01Rik	-	-	10090	236366	Q3UT17	ENSMUSG00000073197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp963	-	-	10090	620419	D3Z2T8	ENSMUSG00000092260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp943	-	-	10090|10116	74670|102555377	Q6NZP4|D4A025	ENSMUSG00000053347|ENSRNOG00000026569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp157	-	-	10090|10116	72154|360775	Q6PCM4|D3ZFZ1	ENSMUSG00000036898|ENSRNOG00000001323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp617	-	-	10090|10116	170938|100361660	Q91WM0|M0R7K4	ENSMUSG00000066880|ENSRNOG00000049856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp882	-	-	10090|10116	382019|291802	E9Q4R4|F1M4E4	ENSMUSG00000089857|ENSRNOG00000016417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5430403G16Rik	-	-	10090	77200	D3Z5L4	ENSMUSG00000072763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Gm15446	-	-	10090	100642166	D3Z5Y8	ENSMUSG00000090015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp61	-	-	10090	22719	Q923D1	ENSMUSG00000050605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp956	-	-	10090|10116	101197|312301	Q0VBM1|Q5FVJ1	ENSMUSG00000045466|ENSRNOG00000026874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp938	-	-	10090|10116	237411|100910577	Q8CFE9|F1LZM6	ENSMUSG00000062931|ENSRNOG00000033583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp983	-	-	10090	73229	E9PUT0	ENSMUSG00000035868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A530032D15Rik	-	-	10090	381287	E9Q422	ENSMUSG00000089844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp54	-	Zinc finger protein 54 	10090|10116	22712|308232	E9PW05|B5DEZ5	ENSMUSG00000023882|ENSRNOG00000051578	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PW05,UniProtKB:B5DEZ5&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PW05,UniProtKB:B5DEZ5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PW05,UniProtKB:B5DEZ5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:E9PW05,UniProtKB:B5DEZ5&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp599	-	-	10090|10116	235048|103690166	E9PWP1|A0A0G2JWU0	ENSMUSG00000062794|ENSRNOG00000055496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp229	-	-	10090	381067	E9PWT2	ENSMUSG00000061544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp968	-	-	10090	100043914	E9PXD4	ENSMUSG00000078898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Obox2	-	-	10090|10116	246792|292574	E9PXV9|F1LTG3	ENSMUSG00000074369|ENSRNOG00000032891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	jaspar_mouse	NA	NA	NA	NA	NA	NA	NA	NA
Obox3	-	-	10090|10116|10090	246792|292574|246791	E9PXV9|F1LTG3|Q8JZN9	ENSMUSG00000074369|ENSRNOG00000032891|ENSMUSG00000066772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	jaspar_mouse	NA	NA	NA	NA	NA	NA	NA	NA
Obox7	-	-	10090|10116|10090	246792|292574|194588	E9PXV9|F1LTG3|Q4KL20	ENSMUSG00000074369|ENSRNOG00000032891|ENSMUSG00000055942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	jaspar_mouse	NA	NA	NA	NA	NA	NA	NA	NA
Obox5	-	-	10090|10116|10090	246792|292574|252829	E9PXV9|F1LTG3|G3X9P6	ENSMUSG00000074369|ENSRNOG00000032891|ENSMUSG00000074366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	jaspar_mouse	NA	NA	NA	NA	NA	NA	NA	NA
Gm6871	-	-	10090	102642386	L7N1Z0	ENSMUSG00000090744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp97	-	-	10090	22759	E9PZP6	ENSMUSG00000095990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp758	-	-	10090|10116	224598|690559	E9Q462|A0A0G2JV23	ENSMUSG00000044501|ENSRNOG00000051867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp994	-	-	10090|10116|10090	224598|690559|240038	E9Q462|A0A0G2JV23|J3QM38	ENSMUSG00000044501|ENSRNOG00000051867|ENSMUSG00000096433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp820	-	-	10090	75424	E9Q5G8	ENSMUSG00000069743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm17067	-	-	10090	115486519	E9Q6S4	ENSMUSG00000091594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp866	-	-	10090|10116	330788|	Q6PGD2|F1LU95	ENSMUSG00000043090|ENSRNOG00000042580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp760	-	-	10090	240034	Q5U4A6	ENSMUSG00000067928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4930522L14Rik	-	-	10090	100041734	Q8C1G8	ENSMUSG00000072762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp988	-	-	10090	115489950	F6VKC7	ENSMUSG00000078498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp946	-	-	10090	74149	F6VWU8	ENSMUSG00000071266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp85	-	-	10090	22746	Q7TMC9	ENSMUSG00000058331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm2007	-	-	10090	102633156	F7CEW8	ENSMUSG00000078899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp101	-	-	10090	22643	Q64247	ENSMUSG00000055240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp871	-	-	10090|10116	208292|	G5E905|F1LWS7	ENSMUSG00000024298|ENSRNOG00000004947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp870	-	-	10090|10116	240066|362845	Q6NZJ3|F1M9J2	ENSMUSG00000095325|ENSRNOG00000030416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp850	-	-	10090	100043772	J3QPC5	ENSMUSG00000096916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
Zfp955a	-	-	10090|10116	100043468|314600	Q80XR7|A0A0G2K0K0	ENSMUSG00000096910|ENSRNOG00000048577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp977	-	-	10090	637776	L7N2E7	ENSMUSG00000092335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp52	-	-	10090|10116|10116|10116	22710|361487|103691005|108348215	Q8BJ45|Q5U2X3|A0A0G2JUN3|A0A0G2JX65	ENSMUSG00000051341|ENSRNOG00000042826|ENSRNOG00000056036|ENSRNOG00000058436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp948	-	-	10090|10116|10090|10116|10116	22710|361487|381066|103691005|108348215	Q8BJ45|Q5U2X3|Q6DFU8|A0A0G2JUN3|A0A0G2JX65	ENSMUSG00000051341|ENSRNOG00000042826|ENSMUSG00000067931|ENSRNOG00000056036|ENSRNOG00000058436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rslcan18	-	-	10090	432770	Q7M6X5	ENSMUSG00000074824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp868	-	-	10090|10116	234362|494340	Q3UTQ6|Q6P6Q8	ENSMUSG00000060427|ENSRNOG00000028919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp975	-	-	10090	434179	Q6NVD6	ENSMUSG00000069727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Znf271	-	Zinc finger protein 271 	10090|10116	22694|307547	P15620|Q5FVP4	ENSMUSG00000063281|ENSRNOG00000049137	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P15620,UniProtKB:Q5FVP4&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P15620,UniProtKB:Q5FVP4&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P15620,UniProtKB:Q5FVP4&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P15620,UniProtKB:Q5FVP4&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fgf2	-	Fibroblast growth factor 2 	10090|10116	14173|54250	P15655|P13109	ENSMUSG00000037225|ENSRNOG00000017392	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P15655,UniProtKB:P13109&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007668	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P15655,UniProtKB:P13109&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tcof_cotf_mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ppp1r15a	-	Protein phosphatase 1 regulatory subunit 15A 	10090|10116	17872|103691034	P17564|Q6IN02	ENSMUSG00000040435|ENSRNOG00000014791	NA	NA	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P17564,UniProtKB:Q6IN02&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_rat.present	NA	NA
Elob	-	Elongin-B 	10090|10116	67673|81807	P62869|P62870	ENSMUSG00000055839|ENSRNOG00000004814	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P62869,UniProtKB:P62870&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P62869,UniProtKB:P62870&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tcof_cotf_mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gnas	-	Guanine nucleotide-binding protein G	10090|10116	14683|24896	P63094|Q9Z213	ENSMUSG00000027523|ENSRNOG00000025889	NA	NA	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P63094,UniProtKB:Q9Z213&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tcof_cotf_mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ube2i	-	SUMO-conjugating enzyme UBC9 	10090|10116	22196|25573	P63280|P63281	ENSMUSG00000015120|ENSRNOG00000017907	NA	NA	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P63280,UniProtKB:P63281&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tcof_cotf_mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ube2l3	-	Ubiquitin-conjugating enzyme E2 L3 	10090|10116	22195|363836	P68037|D3Z8W5	ENSMUSG00000038965|ENSRNOG00000001862	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P68037,UniProtKB:D3Z8W5&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp947	-	-	10090	210853	Q8BIQ6	ENSMUSG00000063383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp772	-	-	10090|10090|10116	232855|232853|308318	Q3UQL6|Q7TNU5|D4A7C1	ENSMUSG00000066838|ENSMUSG00000062116|ENSRNOG00000015598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TFclass_mouse.present	NA	NA	NA
AW146154	-	-	10090	101835	Q3TPQ7	ENSMUSG00000074166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_Mus_musculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
